@relation nasa
@attribute Text string
@attribute class-att {1, 2, 3, 4, 5}

@data
'bit count discrepancy between requirement and interface documents',3
'null command for thrusters not defined in 464-acs-icd-0062',3
'projectb ground dds  logic improvement suggestion',5
'projectb ground dds  magic numbers',4
'projectb ground dds  allocated memory without deletion',3
'projectb ground dds  values of pcramoverrunmarginlow and pcramoverrunmarginhigh may be reversed ',4
'projectb ground dds  return value is always  true ',5
'projectb ground dds  variable s and function s names are too long',4
'projectb ground dds  incorrect comment',5
'projectb ground dds  checking an unknown or non-existed file ',5
'projectb dds ground  variable  lasttime  is used before initialization',3
'projectb ground dds  lack of end-brace-comments',4
'projectb ground dds  variables were declared in the middle of the function ',4
'projectb spacecraft  ts  the fdc implementation for ts_df_9_pwm_control   does not match the fdc spec it is traced to ',4
'inst2 code  there are declared variables that are not accessed',5
'inst2 code  a comma operator exists in a place a logical or arithmetic operator should be',3
'inst2 code  assignment operator used instead of instead of equality operator',2
'projectb spacecraft  sdn mp rbel fsw - file and function prologs need to be updated',5
'projectb spacecraft  upper level of requirement indicated pass  but its sub-requirement was not tested ',4
'projectb spacecraft  requirement 2421 1 was not tested by the proc  sbc_bac_attdet_kalman_check prc ',3
'projectb spacecraft  requirement 2431 was not tested by the proc  sbc_bac_attdet_kalman prc ',4
'projectb spacecraft test  upper level requirement indicated pass  but its sub-requirement shows it was unable to be tested ',3
'test objective does not consistently address gsrt test matrix dmr  4110 3 2',4
'test objective does not completely address gsrt test matrix dmr  4130',4
'test objective does not consistently address gsrt test matrix dmr  4121 2',4
'test objectives do not completely address gsrt test matrix dmr  4100 16',4
'test objectives do not completely address gsrt test matrix dmr  4000 13',4
'test objective does not correctly address gsrt test matrix dmr  2230 2',4
'test objective does not correctly address gsrt test matrix dmr  2200 3',4
'test objective does not correctly address gsrt test matrix dmr  2140',4
'tests not found in gsrt test matrix for several 464-gs-req-0005 rev  c requirements',3
'464-gs-plan-0043 node to node interfaces not found in gsrt test matrix',3
'missing test objective for gsrt test matrix dmr  7200 4 1',3
'test requirement does not correctly address gsrt test matrix dmr  8205 1',4
'n2 interface 7-16 listed for gsrt test matrix dmr  6000 does not exist in 464-gs-plan-0043',3
'incomplete node to node interface test coverage for gsrt test matrix dmr  5000',3
'n2 interfaces listed for gsrt test matrix dmr  4802 2 do not exist in 464-gs-plan-0043',4
'n2 interfaces listed for gsrt test matrix dmr  4306 do not exist in 464-gs-plan-0043',4
'inconsistent node to node interface test listed for gsrt test matrix dmr  4123 6',4
'inconsistent node to node interface test listed for gsrt test matrix dmr  4123 5',4
'missing verification methods for gsrt test matrix dmr  4000 13',3
'verification method incorrect for gsrt test matrix dmr  2141',3
'inconsistent node to node interface test listed for gsrt test matrix dmr  2007',3
'ace propulsion test scenario does not explicitly verify several requirements',4
'ace propulsion test scenario does not completely verify requirement 4440 1',3
'ace propulsion test scenario traces requirement 4014 to incorrect step',4
'ace propulsion test scenario traces requirement 4445 to incorrect step',4
'ace propulsion test scenario does not verify requirement 4252',3
'ace propulsion test scenario does not verify requirement 4251 14b',3
'ace propulsion test scenario does not verify requirement 4251 13b',3
'ace propulsion test scenario does not verify requirement 4251 11b',3
'ace propulsion test scenario does not verify requirement 4251 10b',3
'ace propulsion test scenario does not verify requirement 4251 9b',3
'ace propulsion test scenario does not verify requirement 4251 8b',3
'ace propulsion test scenario does not verify requirement 4251 7b',3
'ace propulsion test scenario does not completely verify requirement 4441 3',3
'ace propulsion test scenario does not verify requirement 4442 9 2',3
'ace propulsion test scenario does not explicitly verify requirement 4442 5 1',4
'ace propulsion test scenario traces requirement to incorrect step',4
'ace propulsion test scenario testing of requirement 4441 is ambiguous',3
'ace propulsion test scenario traces requirement to incorrect step',4
'ace propulsion test scenario has statement that 2 requirements are not implemented in the code',3
'ace propulsion test scenario verifies several requirements by insufficient method',3
'projectb spacecraft  acs hga test scenarios - how are requirements 2670 and 2671 being tested ',3
'projectb spacecraft   sbc_bac_hga_restart  scenario -question regarding the terms used in scenario',5
'projectb spacecraft   sbc_bac_hga_taranglecalc  scenario - step 16k  need detail info',4
'projectb spacecraft   sbc_bac_hga_taranglecalc  scenario - step 16c and d  need detail info',4
'projectb spacecraft   sbc_bac_hga_taranglecalc  scenario - step 12  ivv suggests to test full park in both az and el direction for minus z antanna ',4
'projectb spacecraft   sbc_bac_hga_taranglecalc  scenario - incorrect requirements tested in 10d  10e  11a',5
'projectb spacecraft   sbc_bac_hga_taranglecalc  scenario - need detail procedures for step 9c  10c ',4
'projectb spacecraft   sbc_bac_hga_taranglecalc  scenario - ivv suggests checking ground in control before testing step 9',4
'projectb spacecraft   sbc_bac_hga_diag_packet  scenario - req 2722 may not be tested',3
'projectb spacecraft   sbc_bac_hga_gce_tlm  scenario - question about the command  gcea_sb_disable ',5
'projectb spacecraft   sbc_bac_hga_gce_tlm  scenario - requirement 2291 8 in step 6 is not fully tested',3
'projectb spacecraft   sbc_bac_hga_commandtest scenario  - incorrect requirement tested',5
'projectb spacecraft   sbc_bac_hga_commandtest  scenario - lack of command parameter s info',4
'projectb spacecraft   sbc_bac_hga_commandtest  scenario- need to perform the boundary tests',3
'projectb spacecraft   sbc_bac_hga_commandtest  scenario- several requirements listed in steps do not exist',5
'projectb spacecraft  hga process test scenarios - several requirements are not tested',3
'projectb spacecraft   acea_biru_other  scenario - requirement 2242 5 is not explicitly verified for ace-b in control',5
'projectb spacecraft   acea_biru_other  scenario - requirement 2242 1 1 is not fully tested',3
'projectb spacecraft   acea_biru_algorithm  - requirements 2242 3 and 4263 may not be tested',3
'projectb spacecraft   acea_biru_algorithm  scenario - unclear statements in step descriptions',4
'projectb spacecraft   acea_biru_algorithm  scenario - values listed for verifying the diagnostic telemetry of selected iru backup axis may be incorrect',3
'projectb spacecraft   acea_biru_algorithm  scenario - more setup needed in the initialization step ',3
'fsw rvtm test methods are not correct for several requirements',4
'rt is incorrectly listed as a subsystem for cdhmp',4
'projectb acs rwa test scenario  inconsistent telemetry nmemonics',4
'projectb acs rwa test scenario  tolerance needs to be specified for calculation comparisons',3
'projectb acs rwa test scenario  need a failure return for step 1 0',3
'projectb acs pzt test scenario  should enable the fault detection',3
'the structure _fpccr_t is defined in two source files ',4
'redundantly declared symbol  os_copy_system_tables void  ',4
'local declarator  gii_200hztaskctr   line 135  file fsw cpu gce tasks gi gitask c  is not referenced ',4
'the declared external variable gi_startaddr in the file giglobal c is not referenced ',4
'symbol return_code  on line 161 in file fsw shared os osstart c  is not accessed ',4
'projectb ground system  dds qcp - qcpmd5 c - if statement contains no code',4
'projectb ground system  dds qcp - sharmem c - if statement contains no code',4
'variable  gicpcireaddataitems  may not have been initialized on line 1311 ',4
'projectb ground system  dds qcp - imprecise event messages in  setinsld c ',4
'projectb ground system  dds qcp - imprecise event messages in  flinfl c ',4
'projectb ground system  incomplete event message in bldevntmsg c',4
'there are two instances where a declaration was found for a function but not a definition ',4
'there is a mismatch between the defined function ul_task_main the declaration ul_taskmain in file ulmain c ',4
'there are fourteen instances where the extern keyword should have been used ',4
'un-referenced externally declared parameters ',4
'the assembledthrustertime parameter is not accessed in function ca_overrideevdcmd   of file ace_command_handler c ',4
'the initialization function ccsds_cmdinitstat is not called ',4
'conflicting data type definitions assigned to the label âsp_defaultservicestatestable_eeprom â uint16 and uint16   ',4
'there are multiple and inconsistent definition of the variable sm_version_table_eeprom ',4
'a comment indicates that two macros need to be removed from the source in file ace_command_actuators_task c on line 181 ',4
'a condition in an if elseif else construct is repeated on line 528 of file ace_isolation_valve_task c ',4
'loss of precision in cast unsigned value to assigned value on line 149 in file fsw cpu main cdh ds dsdump c ',4
'loss of precision on line 232 in file  fsw cpu main acs ac code ac_tlmpacutils c ',4
'the variable time_tonepktctr is declared three times in the file fsw shared time  timetask_client c ',4
'the array xb_pse_b_evt_tlm_ios is defined on line 1630 and then redeclared in terms of itself on line 1633 of file fsw cpu main cdh xb xbchan c ',3
'the array xb_scomm_b_evt_tlm_ios is defined on line 1757 and then redeclared in terms of itself on line 1762 of file fsw cpu main cdh xb xbchan c ',3
'the array xb_inst3_iss_tlm_ios is defined on line 1491 and then redeclared in terms of itself on line 1495 of file  fsw cpu main cdh xb xbchan c ',3
'projectb spacecraft  acs ep task - editorial error in an event message',5
'projectb spacecraft  acs ep task - in acs lunar ephemeris algorithm appears to be implemented incorrectly',3
'projectb spacecraft  acs ep task - in acs solar model algorithm appears to be implemented incorrectly',3
'requirement 2000 has incorrect units in requirement text ',4
'interface control documentation does not correctly adhere to requirement 1002 specification',3
'inst3 inst1 kernel test plan has an incomplete section',4
'inst3 inst1 kernel test plan - no information about documenting acceptance test results',3
'inst1 test plan has an incomplete section',4
'inst1 test plan - no information about documenting acceptance test results',3
'dds qcp  qcpclient c  - magic number should pre   define ',5
'dds qcp  qcpcc c - tries to close an unsuccessful-open file ',3
'dds qcp  imprecise event message in file  getconprms c ',4
'dds qcp  incorrect event messages in file  qcpflindb c ',4
'dds qcp  file setmodtbl c contains three instances of incorrect assignmernts to flopntmout',2
'dds qcp  file cnvrttm c contains hard coded numbers in the code ',4
'dds qcp  setconprms c contains code that could be simplified ',4
'dds qcp  file header for sharmem c is different from all the rest of the files in the packet ',5
'dds qcp  file qcpcc c concerning the determination of the instrument id ',3
'dds qcp   setconprms c  - wrong event message ',4
'dds qcp  general issue - magic numbers use in many places',5
'dds qcp  general issue - lack of comments',5
'comments indicate design unknowns',5
'extraneous comma in array definition',5
'units in the comments are reversed',5
'inconsistent use of the named constant number_of_css',4
'spacecraft  return code is set but not returned',4
'spacecraft  in function uint32 os_attachexceptions void  only the last return code is used ',4
'spacecraft  magic numbers',4
'spacecraft  wrong comment in  ac_faultdet c ',5
'spacecraft  potential overflow of division operation in file ac_rwa c',3
'requirement 2809 has incorrect units in requirement text ',3
'explicit entry and exit criteria missing from gs test phases',3
'flight dynamics system missing from section 6 1',3
'inconsistent description of information on the test information sheets',3
'missing interface in the n2 data description table',3
'inconsistency with n2 data description table',3
'inst3 test plan has an incomplete section',4
'inst3 test plan - no information about documenting acceptance test results',3
'gce sdn  no requirements found that support the commands indicated in icd  464-mecsm-icd-0104 rev - ',3
'gce sdn  there is no command found in command   telemetry handbook to support requirement 5366',3
'gce sdn  there is no command found in command   telemetry handbook to support requirement 5365',3
'gce sdn  there is no command found in command   telemetry handbook to support requirement 5364',3
'gce sdn  no command support requirement 5359 7',3
'gce sdn  no command support requirement 5359 6',3
'gce sdn  no command support requirement 5359 5',3
'gce sdn  no command support requirement 5359 4',3
'gce sdn  no command supports requirement 5359 3',3
'gce sdn  no command support the requirement 5359 1',3
'gce sdn  no command found in the command   telemetry handbook support requirement 5357',3
'gce sdn  telemetry rate in requirement conflict with the telemetry handbook',3
's-comm sdn fsw requirement analysis  requirements 1300-1330 are not supported by icd s hardware commands',3
's-comm sdn fsw requirement analysis  no requirement supports the  output pulse level command register  command which is stated in icd ',3
'ace fsw requirement 4030 can not be traced to an interface document',3
'ace fsw requirement 4033 can not be traced to an interface document',3
'ace fsw requirement 4032 can not be traced to an interface document',3
'pse test scenario does not fully verify requirement 2201 15',3
'pse test scenario does not fully verify requirement 2201 14',3
'pse test scenario does not fully verify requirement 2201 13',3
'pse test scenario step does not list requirement 2101 1 as tested',4
'pse test scenario is still verifying deleted requirement 1232',4
'pse test scenario does not verify requirement 2220 1',3
'pse test scenario does not verify requirement 2220',3
'pse test scenario does not verify requirement 2219',3
'pse test scenario does not verify requirement 1239',3
'pse test scenario pse_solararraycommand step 3 has several errors',3
'pse test scenario does not fully verify requirement 1210',3
'pse test scenario does not verify requirement 1207 for one case',3
'pse test scenario only verifies on combination of signals for requirements 2301  2301 1  and 2302',3
'pse test scenario has incorrect verification statements for requirement 1238',4
'pse test scenario does not fully verify requirement 1213 4',3
'pse test scenario traces requirement 1210 to incorrect test steps',4
'pse test scenario does not verify requirement 1209',3
'pse test scenario does not verify requirement 2101 7',3
'pse test scenario does not explicitly verify requirement 2101 6',3
'pse test scenario does not verify requirement 2101 5',3
'pse test scenario does not verify requirement 2101 4 in one of the steps it is traced to',4
'pse test scenario does not verify requirement 2101 2',3
'pse test scenario does not verify requirement 2101',3
'pse test scenario does not fully verify requirement 1202 and traces this requirement to incorrect steps',3
'pse test scenario does not fully verify requirement 2220 1',3
'pse test scenario does not fully verify requirement 2201 16',3
'pse test scenario does not fully test req 2201 12',3
'pse test scenario only partially tests req 1224',3
'fsw test plan does not contain the rvtms to ensure all software and system requirements are verified',4
'fsw test plan does not state if test environment or simulators are qualified',3
'fsw test plan section 7 does not contain complete information about what the risk management',4
'fsw test plan section 2 4 1 does not contain complete information about what the fsw test program will verify',3
'the wrong command counter is used in tscmd c  the error counter should be used ',3
'confusing comment on line 806 of the ts review ',5
'the declared function arguments are unmatched to the function implementation for tsh_pkt_prcsr ',3
'magic numbers 0   50 on lines 1737  1738  2077   2078 of the ts review',4
'magic number 19 on line 319 of the ts review',4
'magic number 32 on line 43 of the ts review',4
'on cold start  the scrub rate is not set in the function  ms_initialize  on line 179 ',5
'the default recorder scrub rate found in the code is not 35 minutes as found in the cdr materials ',3
'comment errors in mspkt h',5
'comment errors in osapi c',5
'incorrect comment on line 1393  the word  disable  is used instead of  enables  ',5
'error message is created on failure detected at line 396',4
'the functions âos_intenableâ and âos_intdisableâ are both declared twice ',4
'possible buffer overflow',4
'the comment for function gc_resetcounters void  does not match the implementation ',4
'magic numbers used in a calculation',4
'ace propulsion test scenario verification of 4442 9 2a needs more details',4
'ace propulsion test scenario step 13 2 has incorrect requirement listed',4
'ace propulsion test scenario verification of 4442 7 does not fully verify the fire command executed',3
'ace propulsion test scenario requirement 4442 needs step 12 0 added to its trace',4
'ace propulsion test scenario requirement 4252 may not be fully tested',3
'ace propulsion test scenario step 13 3 does not have any details',3
'ace propulsion test scenario does not completely verify requirements 4511 and 4511 2a',3
'deltah deltav test scenario uses code inspection method for may steps instead of more appropriate verification methods',3
'deltah deltav test scenario does not completely verify requirements 2111 and 2111 1',3
'deltah deltav test scenario contains a duplicate step',4
'deltah deltav test scenario does not list requirement 2560 3a as being tested',4
'deltah deltav test scenario does not completely test requirement 2552 2 3',3
'deltah deltav test scenario has incorrect test case reference for several steps',5
'deltah deltav test scenario does not completely verify requirement 2553 5b',3
'projectb sc ace iru  update   a comment uses the wrong function name',4
'projectb sc ace  incorrect comment and editorial mistake',5
'projectb sc ace  variables used before initialized ',3
'projectb sc ace  flow chart issues  section 4 3',5
'acs dss test scenario does not verify req 2234',3
'acs dss test scenario does not verify req 2232 and 2233',3
'inst2 fsw test plan lacks specific details about the test environment',3
'inst2 fsw test plan does not contain acceptance test details',3
'inst2 fsw test plan implies that some requirements may not be fully tested',3
'inst2 fsw test plan does not document any test methods',3
'inst2 fsw test plan does not ensure all requirements are tested',3
'the file msprocessor c defines three functions with no consequential code in their bodies ',4
'unused nontrivial assignments',4
'the object  _hifitbl_bss_start declared on line 110 of file ac_attctl c  is unused',5
'possible use of an uninitialized value on ine 331 in file ac_attctlob c',3
'redundant assignment where a variable is assigned to itself on line 3761 in file ospci c ',4
'enumeration prevents execution  conditional block on line 191 in ac_guidetele c can only execute if variable is outside domain assigned to its type',5
'enumeration prevents execution  line 207 in ac_epmgr c can only execute if variable is outside domain assigned to its type',4
'enumeration prevents execution  line 622 in ac_datamgr c can only execute if variable is outside domain assigned to its type',4
'enumeration prevents execution  line 580 in ac_datamgr c can only execute if a variable is outside the domain assigned to its type ',4
'a variable is assigned a value of a constant and then used in place of the constant ',5
'code is unreachable  a return statement follows an infinite loop on line 155 of syssuromlib c ',4
'code is unreachable  the return on line 650 of msmain c cannot be reached ',4
'code is unreachable  a break statement follows a return in tort c on line 668 ',4
'code is unreachable  there are break statements following a return in tobuffer c on lines 603  607    611 ',4
'unreachable code  a constantâs value makes conditional code unreachable ',3
'buffer overflow  array index of   ac_iruprocdata aceid  rateirualign  of size 3 may use a value of 7 ',2
'buffer overflow  array index of  rateiruchannel  of size 3 may use a value of 7 ',2
'assignment in condition  a variable is assigned in the right hand side of a conditional expression in the file tortout c ',4
'assignment in condition  a struct member is assigned in a conditional expression in the file tort c ',4
'assignment in condition  a variable is assigned twice in a conditional expression in the file tobuffer c',4
'ace safehold test scenario acea_bsh_safehold_parameter_table requirements tested section is incomplete',4
'ace safehold test scenario has requirements listed as tested in scenarios  but are not being tested in them',4
'ace safehold test scenario requirements section of acea_bsh_control is not complete',4
'ace safehold test scenario acea_bsh_control step 4 c has incorrect wording',4
'ace safehold test scenario acea_bsh_commandtest steps 9   10 are unnecessary',4
'ace safehold test scenario acea_bsh_commandtest step 8 command and steps do not match',3
'ace safehold test scenario acea_bsh_commandtest step 7 command and verification do not match',3
'ace safehold test scenario requirements table incorrectly lists acea_bsh_restart for a requirement',4
'ace safehold test scenario requirements table doesn t list acea_bsh_control for a requirement',4
'ace safehold test scenario requirements table doesn t list acea_bsh_tlm_packet for several requirements',4
'ace safehold test scenario does not verify requirement 4510',3
'ace safehold test scenario setup  step 4 and step 6 of acea_bsh_commandtest have an incorrect requirement',4
'ace safehold test scenario does not verify requirement 4314 3',3
'ace safehold test scenario step 7 of acea_bsh_control has incorrect requirement',4
'ace safehold test scenario does not verify requirement 4312 6',3
'ace safehold test scenario step 5 of acea_bsh_commandtest has incorrect requirement',4
'ace safehold test scenario step 2 of acea_bsh_tlm_packet has incorrect requirement',4
'ace safehold test scenario not fully verifying requirement 4013 1',3
'ace safehold test scenario does not verify requirement 4013',3
'ace iv build 2  the variables ace_evd_targetid  iv_noopresetcmd  and iv_openclosecmd are not used ',4
'ace iv build 2  missing reject counter increment on mutex failure',3
'ace iv build 2  an incorrect comment marks the end of a function ',5
'ace iv build 2  there are declarations in the wrong section of the code ',5
'ace iv build 2  there are break statements that are at inconsistent levels of indent ',5
'ace iv build 2  there is an unnecessary return before a break statement ',4
'ace iv build 2  the command execute counter does not accurately represent the count of commands executed ',3
'ace iv build 2  wrong variable type for the variable ivcmd ',4
'ace iv task build 2  the variables iv_hktlm fast cmdexeccnt and iv_hktlm fast cmdrejectcnt are reset in different ways ',4
'ace sv task  command execute counter is not accurately represent the counter information',3
'ace sv task  editorial corrections',5
'ace sv task  viable cmdexeccount is set to -1 then incremented immediately to zero',4
'ace sv task  there is an unnecessary return before a break statement',4
'ace sv task  unused variables',4
'ac task attitude determination test scenario has ambiguous verification of requirements',3
'ac task attitude determination test scenario verifies requirement 2562 3 but is not listed in relevant requirements',4
'ac task attitude determination test scenario verifies requirement 2420 3 but does not list it in the relevant requirements',4
'ac task attitude determination test scenario does not verify requirement 2433 1',3
'ac task attitude determination test scenario cannot verify requirement 2432 2',3
'ac task attitude determination test scenario has steps traced to requirement 2430 2 that does not verify it',3
'ac task attitude determination test scenario does not verify requirement 2421 2b',3
'ac task attitude determination test scenario does not verify the processing occurs at 5 hz',3
'ac task attitude determination test scenario  relevant requirements  table has incorrect entries',3
'code review  projectb guide telescope code review doc  feb 10  2006  discrepancy between algorithm design and source code for setting of sun biased vectors ',3
'code review  projectb guide telescope code review doc  feb 10  2006  discrepancy between algorithm design   source code for computing the biased sun vector ',3
'code review  dss  digital sun sensor  build 2  9-feb-06  there appears to be an error in the calculation of beta ',3
'code review  dss  digital sun sensor  build 2  9-feb-06  no evidence found for converting the dss output to decimal values ',3
'code review  dss  digital sun sensor  build 2  9-feb-06   the comment âvalue is not verifiedâ is on some macros ',3
'acs science mode test scenario lacks some details in the steps to verify requirements',3
'acs science mode test scenario lines 115 and 119 are duplicate rows',5
'acs science mode test scenario step 4 should not be contingent on previous failure to verify',3
'acs science mode test scenario is too vague in stating  generally approaches ',3
'acs science moce test scenario verifies requirement by code review rather than by test',3
'acs science mode test scenario does not completely verify requirement 2513 3',3
'acs science mode test scenario does not verify computation of quaternion at 5 hz',3
'acs science mode test scenario step 1 does not explicitly verify the requirements listed',3
'acs science mode test scenario does not verify requirement 2541',3
'acs inertial mode test scenario lacks some details in the steps to verify requirements',3
'acs inertial mode test scenario is too vague in stating  generally approaches ',3
'acs inertial mode test scenario verifies requirement by code review rather than by test',3
'acs inertial mode test scenario does not completely verify requirement 2513 3',3
'acs inertial mode test scenario does not verify computation of the quaternion at 5 hz ',3
'acs inertial mode test scenario step 1 does not explicitly verify the requirements listed',3
'acs inertial mode test scenario does not verify requirement 2532',3
'acs inertial mode test scenario does not verify requirement 2531 4',3
'acs inertial mode test scenario does not verify requirement 2531',3
'acs inertial mode test scenario does not verify requirement 2530',3
'ace evd table load  ca_tblreply hdr does not assign values to the ccsds primary header ',3
'ace evd table load  in the structure diagram   dest_addr  is d_uword but in the code it is a pointer ',5
'ace evd table load  table load code  the comment on line 173 does not match the code ',4
'ace if test scenario  tlm  does not list requirement 4160 as tested',4
'ace if test scenario  tlm  lists requirement 4171  but does not test it',3
'ace if test scenario  tlm  lists requirement 4111  but does not test it',3
'ace if test scenario  restart  has a misleading comment about missing card',4
'ace if test scenario  restart  lists requirement 4531  but does not test it',3
'ace if test scenario  restart  lists requirement 4530  but does not test it',3
'ace if test scenario  restart  lists requirement 4022 as  not testable  ',3
'ace if test scenario  cmd  lists requirement 4511  but does not test it',3
'ace if test scenario  cmd  lists requirement 4510  but does not test it',3
'ac iru code build 2 - functions ac_irustaticcountscheck   ac_irucalctemp declared  but never defined',4
'acs iru test scenario rollover requirement 2242 1b is not tested ',3
'acs iru test scenario requirement 2241 is not listed in the steps that test it ',5
'ace iru test scenario line 102 does not specify what the entire range is ',4
'ace iru test scenario - command rejected case  step 4 1 2  does not include verifying the command is not executed',3
'ace iru test scenario - rollover requirement 4262 might not be tested',3
'ace iru test scenario - requirement 4142 traced to a step that does not verify it',3
'acs sun acquisition test scenario  requirement 2521 not verified',2
'acs sun acquisition test scenario  expected result not clearly stated',3
'acs sun acquisition test scenario  step 7 is ambiguous',3
'inst2 fsw build pre-release d2  high complexity scores for some functions may necessitate more iv v analysis',3
'acs sun acquisition test scenario  requirements not tied to scenario steps',3
'acs sun acquisition test scenario  conditional verification step is ambiguous',4
'acs sun acquisition test scenario  sun acquisition mode not verified',4
'acs sun acquisition test scenario  assumptions not documented',4
'guide telescope  discrepancy between algorithm design and the source code for setting of sun biased vectors',3
'guide telescope code build 2  computing biased sun vector  possible discrepancy between algorithm and code',3
'guide telescope code build 2  possible incomplete fdc events raised for lit diodes 3   12',4
'guide telescope code build 2  function ac_gtconvertdata - no fdc event raised for delta packet time less than or equal to zero',4
'guide telescope code build 2  in function ac_gtobtaindata  default case of âswitch pipestatus â does not raise fdc event',4
'local functions in ac_guidetele c should use static storage class',3
'guide telescope code build 2  local enumeration for ac_gt_incontrol_t used rather than global enumeration',4
'guide telescope code build 2  use local enumeration for  ac_guidetelescope_t  rather than global enumeration',4
'ac star tracker code build 2  use of  magic numbers  instead of named constants',4
'ac dss code build 2  apparent error in dss algorithm beta calculation - last subscript wrong in calculating intermediate value beta_c',2
'ace css test scenario - requirement 4232 not tested',3
'acs css test scenario - requirement 4231 3 not tested',3
'acs css test scenario - housekeeping data not identified',4
'ace css test scenario - inconsistent terminology in test scenario',4
'ac dss code build 2  conversion of the output from the dss into decimal number is not performed',3
'ac dss code build 2  potential infinite loop if function âsb_receivecopyâ does not retrieve a new packet',3
'ac iru code build 2  code does not satisfy requirement 2242 2',3
'ac iru code build 2  variable âac_irustaticdataâ should be declared static',4
'ac iru code build 2  there are ternary conditional statements that are difficult to read ',4
'ac iru code build 2 - violation of coding standards on naming of new type',4
'ac iru code build 2 0 - no comment signaling end of for loop',4
'ac iru code build 2 0 - buffer underflow overflow possibility due to unsigned integer usage and no range check',3
'c dh build 1 2 0 - unused files',4
'ace build 1 0 0  function is defined but is prototyped in a  c file instead of a  h file',4
'ace build 1 0 0  function is declared and is called several times but never defined',3
'ace build 1 0 0  incorrect comment at the end of function sendactuatorcommandstohw',4
'ace build 1 0 0  unclear comments in ca_taskmain function',4
'gce build 1 0 0  return data is wrong type for gi_readeotzenable function declaration',3
'c dh build 1 2 0 - acs - unused function ac_evdresetpktcounters',4
'c dh build 1 2 0 - acs - delete ep_tablecons h from mks',4
'c dh build 1 2 0 - unused return value  cpu2  in xb_link_command_blocks',4
'c dh build 1 2 0 - array out of bounds error in hd_monitorkacard ',3
'c dh build 1 2 0 - dereferencing a null pointer error in xb_chain_next_work_unit',3
'c dh build 1 2 0 -  dereferencing a null pointer error in xb_makewus ',3
'c dh build 1 2 0 - array out of bounds error in hd_getvcducount',3
'c dh 1 2 0 - macro clash words_in',3
'c dh build 1 2 0 - macro clash eeprom',3
